City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
96,aroma,15.8167,36.1333,21.93,55,84,6.05,SD,1707167048
97,papatowai,-46.5619,169.4708,19.99,58,100,4.64,NZ,1707167048
98,khandyga,62.6667,135.6,-43.53,100,62,1.02,RU,1707167048
99,ad douiem,14.0012,32.3116,21.3,16,3,7.61,SD,1707167049
100,ta`u,-14.2336,-169.5144,27.78,80,88,2.43,AS,1707167049
101,minusinsk,53.7103,91.6875,-13.99,92,99,1.02,RU,1707167049
102,jeremoabo,-10.075,-38.4808,29.75,50,66,5.47,BR,1707167049
103,xylokastro,38.0776,22.6317,10.56,59,0,1.34,GR,1707167050
104,remire-montjoly,4.9167,-52.2667,29.02,79,77,5.14,GF,1707167050
105,puerto ayora,-0.7393,-90.3518,28.98,97,73,3.13,EC,1707167050
106,tchaourou,8.8865,2.5975,26.59,16,73,2.73,BJ,1707167050
107,wailua homesteads,22.0669,-159.378,25.24,67,0,10.29,US,1707167050
108,ribeira grande,38.5167,-28.7,17.65,94,75,7.15,PT,1707167050
109,revelstoke,50.9832,-118.2023,2.01,93,100,0.0,CA,1707166851
110,aasiaat,68.7098,-52.8699,-30.13,88,16,3.63,GL,1707167051
111,illizi,26.4833,8.4667,12.89,34,0,4.58,DZ,1707167051
112,utrik,11.2278,169.8474,26.47,82,17,8.84,MH,1707167051
113,sungai penuh,-2.0833,101.3833,18.3,95,100,0.71,ID,1707167051
114,frontera,26.9333,-101.45,21.85,24,0,2.68,MX,1707167051
115,olonkinbyen,70.9221,-8.7187,-2.42,78,75,7.97,SJ,1707167051
116,san andres,12.5847,-81.7006,30.01,70,40,5.66,CO,1707166981
117,topolobampo,25.6,-109.05,29.95,21,40,3.09,MX,1707167052
118,villa gesell,-37.2639,-56.973,24.47,65,98,8.84,AR,1707167052
119,east ballina,-28.8667,153.5833,26.56,79,89,2.9,AU,1707167052
120,viedma,-40.8135,-62.9967,35.68,17,67,3.73,AR,1707166891
121,saddiqabad,28.3062,70.1307,14.43,45,74,3.61,PK,1707167052
122,taulaga,-11.0553,-171.0883,28.8,80,99,10.35,AS,1707167052
123,wagga wagga,-35.1167,147.3667,21.15,95,100,3.08,AU,1707167053
124,blackmans bay,-43.0167,147.3167,12.07,73,37,1.59,AU,1707167053
125,saint-denis,48.9167,2.3333,8.75,88,100,5.14,FR,1707167053
126,leh,34.1667,77.5833,-20.11,92,81,1.78,IN,1707167053
127,santa marta,11.2408,-74.199,33.03,74,20,2.57,CO,1707166719
128,shingu,33.7333,135.9833,4.48,84,38,3.44,JP,1707167053
129,vernon,50.2581,-119.2691,2.01,86,100,0.51,CA,1707166982
130,nogliki,51.8333,143.1667,-21.48,99,49,3.58,RU,1707167054
131,zhanaozen,43.3,52.8,3.75,77,52,4.98,KZ,1707167054
132,richards bay,-28.783,32.0377,23.18,89,91,2.0,ZA,1707167054
133,el kala,36.8956,8.4433,8.23,66,0,1.81,DZ,1707167054
134,la passe,45.5549,-0.8967,7.13,83,100,1.59,FR,1707167055
135,luganville,-15.5333,167.1667,28.23,80,92,0.91,VU,1707167055
136,vila do maio,15.1333,-23.2167,24.44,63,0,4.34,CV,1707167055
137,port alfred,-33.5906,26.891,21.77,97,4,1.44,ZA,1707167055
138,borogontsy,62.6683,131.1683,-35.34,99,100,0.91,RU,1707167055
139,lebu,-37.6167,-73.65,19.75,77,96,3.8,CL,1707167056
140,iwon-up,40.3231,128.6553,-3.43,81,100,0.51,KP,1707167056
141,san luis de la loma,17.2706,-100.8939,28.84,60,0,3.83,MX,1707167056
142,hasaki,35.7333,140.8333,2.94,85,100,9.14,JP,1707167056
143,anadyr,64.75,177.4833,-23.72,77,75,6.0,RU,1707167056
144,nizhnesortymskiy,62.4397,71.7603,-12.65,95,100,7.3,RU,1707167056
145,kailua-kona,19.6406,-155.9956,26.95,72,12,1.79,US,1707167017
146,pierre,44.3683,-100.351,7.14,84,20,5.14,US,1707166763
147,lihue,21.9789,-159.3672,25.58,66,0,10.29,US,1707167057
148,flying fish cove,-10.4217,105.6791,22.82,94,100,3.6,CX,1707167057
149,port elizabeth,-33.918,25.5701,21.17,94,100,2.57,ZA,1707167043
150,yanam,16.7333,82.2167,21.08,94,0,0.03,IN,1707167057
151,battle ground,45.7809,-122.5334,9.0,94,100,1.34,US,1707167057
152,howrah,22.5892,88.3103,22.0,88,40,2.57,IN,1707167058
153,balqash,46.8481,74.995,-5.63,91,100,4.56,KZ,1707167058
154,papao,-17.75,-149.55,26.82,83,100,8.16,PF,1707167058
155,abepura,-2.6333,140.5833,24.45,100,20,0.51,ID,1707167058
156,qamdo,31.1667,97.2333,-6.16,40,100,3.6,CN,1707167058
157,ji'an,27.1172,114.9793,3.25,93,100,1.89,CN,1707167059
158,vega de alatorre,20.0333,-96.6333,23.18,50,44,8.31,MX,1707167059
159,ibeto,10.4854,5.145,27.01,13,64,4.29,NG,1707167059
160,kingston,17.997,-76.7936,28.53,85,75,5.14,JM,1707166295
161,den burg,53.0542,4.7972,8.98,85,100,10.8,NL,1707167059
162,puerto baquerizo moreno,-0.9,-89.6,29.55,74,20,5.14,EC,1707167060
163,yangambi,0.8102,24.4336,26.04,43,94,1.36,CD,1707167060
164,ust-nera,64.5667,143.2,-27.14,85,100,0.49,RU,1707167060
165,ancud,-41.8697,-73.8203,17.19,77,81,4.97,CL,1707166957
166,hithadhoo,-0.6,73.0833,28.26,76,100,3.62,MV,1707167060
167,grand falls-windsor,48.9332,-55.6649,-0.28,95,100,7.65,CA,1707167060
168,vorgashor,67.5833,63.95,-24.49,98,32,2.51,RU,1707167061
169,al qusayr,34.5091,36.5798,8.67,70,11,3.12,SY,1707167061
170,tiksi,71.6872,128.8694,-32.99,97,51,1.35,RU,1707167061
171,arroyito,-31.4202,-63.05,38.98,24,68,5.51,AR,1707167061
172,margate,51.3813,1.3862,10.5,78,100,4.47,GB,1707167061
173,kargasok,59.0556,80.8572,-5.02,94,100,5.81,RU,1707167061
174,argo,37.6333,22.7333,10.44,60,0,2.53,GR,1707167062
175,kristiansund,63.1115,7.732,-1.64,93,75,2.57,NO,1707167062
176,pointe-noire,-4.7761,11.8635,25.04,88,20,2.57,CG,1707166955
177,moyale,3.5167,39.0584,24.61,37,74,3.82,KE,1707167062
178,arraial do cabo,-22.9661,-42.0278,27.92,74,40,5.66,BR,1707167063
179,touros,-5.1989,-35.4608,27.87,76,33,5.78,BR,1707167063
180,moyobamba,-6.05,-76.9667,29.04,49,83,3.27,PE,1707166956
181,geraldton,-28.7667,114.6,14.23,72,81,2.06,AU,1707167063
182,dhuusamarreeb,5.535,46.3861,24.81,61,65,6.92,SO,1707167063
183,thompson,55.7435,-97.8558,-1.91,100,100,1.03,CA,1707167063
184,portage la prairie,49.9728,-98.2926,5.06,81,100,5.14,CA,1707167064
185,laminusa,5.5549,120.9136,27.01,78,79,1.73,PH,1707167064
186,chonchi,-42.6128,-73.8092,21.56,43,25,2.5,CL,1707167064
187,eforie sud,44.0229,28.6494,11.56,71,57,7.37,RO,1707167064
188,negru voda,43.8167,28.2,13.51,67,36,8.26,RO,1707167064
189,las khorey,11.1595,48.1967,24.95,80,77,1.24,SO,1707167065
190,labytnangi,66.6572,66.4183,-26.1,100,100,1.44,RU,1707167065
191,mount isa,-20.7333,139.5,24.87,100,100,0.0,AU,1707167065
192,ilulissat,69.2167,-51.1,-19.99,65,2,3.6,GL,1707167066
193,georgetown,5.4112,100.3354,27.96,84,20,1.03,MY,1707166835
194,sitia,35.2,26.0986,12.77,75,4,1.39,GR,1707167066
195,la sarre,48.8002,-79.1996,-0.94,83,100,1.64,CA,1707166906
196,lakatoro,-16.0999,167.4164,28.56,77,99,1.03,VU,1707167067
197,deqing,30.5448,119.9599,0.27,86,100,1.16,CN,1707167067
198,al burayqah,30.4062,19.5739,16.97,68,54,4.46,LY,1707167067
199,muisne,0.6,-80.0333,27.82,78,68,4.23,EC,1707167067
200,cushing,35.9851,-96.767,12.19,54,0,4.63,US,1707167067
201,mount gambier,-37.8333,140.7667,12.52,72,5,1.52,AU,1707167067
202,homer,59.6425,-151.5483,1.69,87,75,4.92,US,1707167068
203,upata,8.0086,-62.3989,32.33,33,59,4.5,VE,1707167068
204,nova sintra,14.8667,-24.7167,21.12,68,0,6.33,CV,1707167068
205,green river,41.5286,-109.4662,4.55,70,68,0.45,US,1707167068
206,mulki,13.1,74.8,25.6,88,5,1.54,IN,1707167069
207,kodiak,57.79,-152.4072,1.73,80,0,1.54,US,1707167069
208,amga,60.8953,131.9608,-32.84,100,100,0.58,RU,1707167069
209,alice springs,-23.7,133.8833,24.75,40,75,4.63,AU,1707167069
210,kampene,-3.6,26.6667,20.34,99,100,2.04,CD,1707166903
211,saarijarvi,62.7049,25.254,-6.91,98,100,2.11,FI,1707167070
212,longyearbyen,78.2186,15.6401,-4.09,74,75,6.69,SJ,1707167070
213,moss bluff,30.3027,-93.1907,18.97,48,0,9.77,US,1707167070
214,polyarnyy,69.1989,33.4478,-19.11,100,97,3.16,RU,1707167070
215,las palmas de gran canaria,28.0997,-15.4134,21.54,32,0,2.57,ES,1707166830
216,sungai raya,0.7,108.9,25.49,92,64,2.17,ID,1707167070
217,san carlos del zulia,9.0,-71.9135,34.54,46,35,0.07,VE,1707167070
218,amboanjo,-22.6667,47.8167,23.5,90,100,3.53,MG,1707167071
219,yusufeli,40.8204,41.5443,3.61,95,100,2.17,TR,1707167071
220,cannonvale,-20.2833,148.7,26.66,74,10,1.35,AU,1707167071
221,aleg,17.0481,-13.9209,26.65,8,4,4.19,MR,1707167071
222,boa vista,2.8197,-60.6733,34.99,38,20,7.2,BR,1707167071
223,isangel,-19.55,169.2667,28.06,83,75,1.54,VU,1707167072
224,ixtapa,20.7,-105.2,25.57,53,0,3.6,MX,1707167072
225,szczyrk,49.7172,19.0318,5.62,81,99,6.19,PL,1707167072
226,sweet home,44.3976,-122.7362,9.6,80,100,0.45,US,1707167072
227,cole harbour,44.6724,-63.4751,1.09,93,100,6.17,CA,1707166906
228,warrnambool,-38.3833,142.4833,14.26,66,0,3.31,AU,1707167072
229,glazov,58.1394,52.6584,-14.18,99,100,1.78,RU,1707167072
230,bilibino,68.0546,166.4372,-35.59,100,99,0.21,RU,1707167073
231,weno,7.4515,151.8468,27.97,74,75,5.66,FM,1707167073
232,hadibu,12.65,54.0333,24.78,75,5,2.9,YE,1707167073
233,sant lluis,39.8526,4.2594,13.22,100,20,3.09,ES,1707167073
234,makurazaki,31.2667,130.3167,9.97,71,36,5.6,JP,1707167073
235,pizarro,4.9533,-77.366,28.46,73,54,3.03,CO,1707167073
236,encruzilhada do sul,-30.5439,-52.5219,26.31,71,61,4.51,BR,1707167073
237,chui,-33.6971,-53.4616,23.44,62,36,5.73,UY,1707167074
238,portland,45.5234,-122.6762,9.5,93,100,2.06,US,1707166700
239,jiaojiang,28.6803,121.4428,3.89,83,94,3.32,CN,1707167074
240,qaqortoq,60.7167,-46.0333,-21.03,69,0,2.68,GL,1707167074
241,newman,37.3138,-121.0208,15.72,55,100,4.31,US,1707167074
242,forbesganj,26.3,87.25,13.91,93,3,0.71,IN,1707167074
243,graaff-reinet,-32.2522,24.5308,23.84,52,0,3.48,ZA,1707167074
244,soma,39.1855,27.6094,8.88,81,0,1.27,TR,1707166901
245,quepos,9.4236,-84.1652,29.61,64,35,3.93,CR,1707167075
246,miskolc,48.1,20.7833,9.72,67,100,6.88,HU,1707166811
247,vanimo,-2.6741,141.3028,25.42,92,98,2.62,PG,1707167080
248,mangrol,21.1167,70.1167,22.02,82,7,3.55,IN,1707167080
249,envira,-7.3,-70.2167,26.41,91,80,0.62,BR,1707167080
250,bel ombre,-4.6167,55.4167,27.91,78,20,2.06,SC,1707167081
251,saipan,15.1355,145.701,24.39,69,40,4.63,MP,1707167081
252,lockwood,45.8191,-108.4149,11.22,46,40,3.6,US,1707167081
253,kerikeri,-35.2268,173.9474,19.95,83,2,1.03,NZ,1707167081
254,klyuchi,52.2667,79.1667,-8.33,87,71,4.68,RU,1707167081
255,nema,57.5067,50.5011,-19.4,100,100,1.18,RU,1707167081
256,hammerfest,70.6634,23.6821,-8.75,79,0,1.54,NO,1707167082
257,itapirapua,-15.8233,-50.6133,21.27,95,100,2.19,BR,1707167082
258,krasnyy kholm,58.0607,37.1203,-14.09,99,96,0.94,RU,1707167082
259,menongue,-14.6585,17.691,18.44,93,90,1.72,AO,1707167082
260,yuzhno-kurilsk,44.0306,145.8556,-5.9,60,63,7.58,RU,1707167082
261,wells beach station,43.324,-70.5914,3.99,34,0,4.12,US,1707167082
262,pacific grove,36.6177,-121.9166,14.68,78,100,2.06,US,1707167083
263,t'q'ibuli,42.3512,42.9987,3.51,99,100,2.88,GE,1707167083
264,tanga,-5.0667,39.1,26.33,87,13,3.17,TZ,1707167083
265,at-bashi,41.1702,75.8106,-13.39,75,100,1.37,KG,1707167083
266,vilyuysk,63.7553,121.6247,-38.33,100,87,1.34,RU,1707167083
267,colonia,50.9333,6.95,9.98,74,100,3.09,DE,1707166936
268,hamilton,39.1834,-84.5333,13.3,43,0,5.14,US,1707167084
269,invercargill,-46.4,168.35,21.68,66,100,3.58,NZ,1707167084
270,chadron,42.8294,-102.9999,15.08,34,0,7.72,US,1707167084
271,sola,-13.8833,167.55,28.09,79,77,5.67,VU,1707167084
272,zhigalovo,54.8097,105.1578,-14.73,96,100,0.56,RU,1707167084
273,haiku-pauwela,20.9219,-156.3051,24.03,66,20,11.83,US,1707167084
274,polican,40.6122,20.0981,9.2,71,1,1.21,AL,1707167084
275,jiwani,25.05,61.7417,22.26,58,99,7.47,PK,1707167084
276,lata,40.1629,-8.3327,13.29,90,100,0.23,PT,1707167085
277,tralee,52.2704,-9.7026,10.8,83,100,5.76,IE,1707167085
278,glasgow,55.8652,-4.2576,10.11,91,100,10.8,GB,1707167085
279,xacmaz,41.4635,48.806,5.8,70,100,0.58,AZ,1707167085
280,bardai,11.65,7.2333,19.45,15,20,5.96,NG,1707167085
281,brezina,33.0989,1.2608,8.74,39,68,1.74,DZ,1707167087
282,xichang,27.8964,102.2634,5.74,84,77,0.37,CN,1707167087
283,melito di porto salvo,37.9222,15.7714,15.3,72,0,4.63,IT,1707167087
284,ketchikan,55.3422,-131.6461,4.08,81,40,5.66,US,1707167087
285,churapcha,62.0025,132.4325,-35.27,100,100,0.89,RU,1707167087
286,easton,40.6884,-75.2207,9.26,44,0,3.09,US,1707166947
287,tsiombe,-25.3,45.4833,22.45,94,100,4.32,MG,1707167087
288,muhammadabad,25.6333,83.75,14.47,97,61,1.22,IN,1707167088
289,nakamura,32.9833,132.9333,3.75,91,6,2.66,JP,1707167088
290,saint-louis du nord,19.9333,-72.7167,27.98,66,4,10.71,HT,1707167088
291,avon park,27.5959,-81.5062,19.99,72,100,3.26,US,1707167088
292,vorkuta,67.5,64.0,-25.0,98,31,2.06,RU,1707167088
293,piti village,13.4626,144.6933,26.49,77,100,3.6,GU,1707167088
294,smithers,54.7804,-127.1743,-9.82,92,75,1.54,CA,1707167088
295,kasempa,-13.4584,25.8338,19.05,91,86,1.85,ZM,1707167089
296,castillos,-34.1667,-53.8333,23.46,60,36,5.98,UY,1707167089
297,ola,59.5833,151.2833,-22.54,83,100,4.58,RU,1707167089
298,codrington,-38.2667,141.9667,14.56,65,2,3.22,AU,1707167089
299,mabaruma,8.2,-59.7833,28.86,69,100,3.94,GY,1707167007
300,tutong,4.8,114.65,26.05,94,100,1.3,BN,1707167089
301,paranaiba,-19.6772,-51.1908,29.0,49,100,2.54,BR,1707167089
302,imbituba,-28.24,-48.6703,27.7,79,73,1.31,BR,1707167090
303,pangani,-5.4333,38.9667,26.51,85,11,4.45,TZ,1707167090
304,al bayda',32.7627,21.7551,10.31,91,83,5.29,LY,1707167090
305,enriquillo,17.9,-71.2333,26.82,61,100,5.69,DO,1707167090
306,cabo san lucas,22.8909,-109.9124,28.12,55,60,3.58,MX,1707166802
307,makushino,55.2103,67.2442,0.37,98,100,7.54,RU,1707167090
308,twon-brass,4.3151,6.2418,27.97,81,100,4.97,NG,1707167090
309,sandakan,5.8402,118.1179,26.82,78,20,2.68,MY,1707167091
310,ad dilam,23.9915,47.1627,15.23,40,100,3.97,SA,1707167091
311,kanbe,16.7053,96.0017,22.03,67,0,2.31,MM,1707167091
312,genhe,50.7833,121.5167,-29.31,100,61,0.33,CN,1707167091
313,sur,22.5667,59.5289,21.47,58,3,1.91,OM,1707167091
314,isla del bosque,22.7333,-105.85,27.07,40,0,4.56,MX,1707167091
315,trairi,-3.2778,-39.2689,27.9,76,19,5.94,BR,1707167085
316,saudarkrokur,65.7461,-19.6394,-8.01,80,100,4.51,IS,1707167092
317,fort bragg,35.139,-79.006,15.08,31,0,5.14,US,1707167092
318,lemmon valley,39.636,-119.8432,5.92,61,40,6.69,US,1707167092
319,whakatane,-37.9585,176.9854,22.16,80,1,1.34,NZ,1707167092
320,east london,-33.0153,27.9116,23.74,88,0,2.97,ZA,1707166834
321,douglas,41.3,-96.167,11.53,54,0,2.57,US,1707166960
322,gebeit,21.0667,36.3167,13.97,57,99,0.93,SD,1707167092
323,bafoulabe,13.8065,-10.8321,30.29,11,0,2.74,ML,1707167092
324,ocean city,39.2776,-74.5746,7.88,57,0,2.24,US,1707166869
325,yarmouth,41.7057,-70.2286,3.41,61,100,9.39,US,1707167093
326,montevideo,-34.8335,-56.1674,28.01,54,40,8.23,UY,1707166894
327,durgapur,23.4833,87.3167,20.02,64,87,2.18,IN,1707167093
328,uliastay,47.7417,96.8444,-20.79,69,100,2.67,MN,1707167093
329,liaozhong,41.5061,122.7242,-11.8,83,96,2.85,CN,1707167094
330,laghouat,33.8,2.8651,10.21,32,12,3.15,DZ,1707167094
331,nantucket,41.2835,-70.0995,2.79,55,20,8.75,US,1707167094
332,tofol,5.3248,163.0078,27.93,69,99,6.96,FM,1707167094
333,dunedin,-45.8742,170.5036,17.51,66,100,2.12,NZ,1707166858
334,ponta delgada,37.7333,-25.6667,18.44,94,40,6.69,PT,1707167094
335,mugia,43.1041,-9.2179,10.51,79,100,1.42,ES,1707167094
336,airway heights,47.6446,-117.5933,6.08,85,100,4.12,US,1707166860
337,minas de marcona,-15.2119,-75.1103,23.32,68,23,5.08,PE,1707167095
338,port saint john's,-31.6229,29.5448,23.47,92,0,3.15,ZA,1707167095
339,nagqu,31.5,92.0,-7.63,20,94,9.39,CN,1707167095
340,mollendo,-17.0231,-72.0147,24.69,81,37,3.27,PE,1707167095
341,masterton,-40.9597,175.6575,19.94,37,26,2.15,NZ,1707167095
